frame_index, frame_size, send_frame_index_when_display, send_time_point, receive_time_point, display_time_point, receive_delay, display_delay
183, 36, 185, 6100.000000, 6169.333333, 6173.666667, 69.333333, 73.666667
184, 41, 186, 6133.333333, 6204.000000, 6207.000000, 70.666667, 73.666667
185, 35, 187, 6166.666667, 6235.333333, 6240.333333, 68.666667, 73.666667
186, 37, 188, 6200.000000, 6268.666667, 6273.666667, 68.666667, 73.666667
187, 39, 189, 6233.333333, 6304.000000, 6307.000000, 70.666667, 73.666667
188, 44, 190, 6266.666667, 6344.333333, 6344.333333, 77.666667, 77.666667
189, 36, 191, 6300.000000, 6376.666667, 6377.666667, 76.666667, 77.666667
190, 43, 192, 6333.333333, 6416.000000, 6416.000000, 82.666667, 82.666667
191, 47, 193, 6366.666667, 6459.333333, 6459.333333, 92.666667, 92.666667
192, 43, 194, 6400.000000, 6498.666667, 6498.666667, 98.666667, 98.666667
193, 41, 195, 6433.333333, 6536.000000, 6536.000000, 102.666667, 102.666667
194, 44, 197, 6466.666667, 6572.666667, 6572.666667, 106.000000, 106.000000
195, 41, 198, 6500.000000, 6610.000000, 6610.000000, 110.000000, 110.000000
196, 46, 199, 6533.333333, 6652.333333, 6652.333333, 119.000000, 119.000000
197, 39, 200, 6566.666667, 6687.666667, 6687.666667, 121.000000, 121.000000
198, 44, 201, 6600.000000, 6728.000000, 6728.000000, 128.000000, 128.000000
199, 40, 202, 6633.333333, 6764.333333, 6764.333333, 131.000000, 131.000000
200, 49, 204, 6666.666667, 6806.000000, 6806.000000, 139.333333, 139.333333
201, 38, 205, 6700.000000, 6840.333333, 6840.333333, 140.333333, 140.333333
202, 45, 206, 6733.333333, 6881.666667, 6881.666667, 148.333333, 148.333333
203, 49, 207, 6766.666667, 6927.000000, 6927.000000, 160.333333, 160.333333
204, 44, 208, 6800.000000, 6967.333333, 6967.333333, 167.333333, 167.333333
205, 38, 209, 6833.333333, 7001.666667, 7001.666667, 168.333333, 168.333333
206, 44, 211, 6866.666667, 7038.333333, 7038.333333, 171.666667, 171.666667
207, 43, 212, 6900.000000, 7077.666667, 7077.666667, 177.666667, 177.666667
208, 48, 213, 6933.333333, 7122.000000, 7122.000000, 188.666667, 188.666667
209, 43, 214, 6966.666667, 7161.333333, 7161.333333, 194.666667, 194.666667
210, 49, 216, 7000.000000, 7203.000000, 7203.000000, 203.000000, 203.000000
211, 45, 217, 7033.333333, 7244.333333, 7244.333333, 211.000000, 211.000000
212, 55, 218, 7066.666667, 7295.666667, 7295.666667, 229.000000, 229.000000
213, 49, 220, 7100.000000, 7337.333333, 7337.333333, 237.333333, 237.333333
214, 52, 221, 7133.333333, 7385.666667, 7385.666667, 252.333333, 252.333333
215, 46, 222, 7166.666667, 7428.000000, 7428.000000, 261.333333, 261.333333
216, 52, 224, 7200.000000, 7472.666667, 7472.666667, 272.666667, 272.666667
217, 46, 225, 7233.333333, 7515.000000, 7515.000000, 281.666667, 281.666667
218, 45, 226, 7266.666667, 7556.333333, 7556.333333, 289.666667, 289.666667
219, 40, 227, 7300.000000, 7592.666667, 7592.666667, 292.666667, 292.666667
220, 45, 228, 7333.333333, 7634.000000, 7634.000000, 300.666667, 300.666667
221, 39, 229, 7366.666667, 7669.333333, 7669.333333, 302.666667, 302.666667
222, 39, 231, 7400.000000, 7701.000000, 7702.666667, 301.000000, 302.666667
223, 37, 232, 7433.333333, 7734.333333, 7736.000000, 301.000000, 302.666667
224, 39, 233, 7466.666667, 7769.666667, 7769.666667, 303.000000, 303.000000
225, 31, 234, 7500.000000, 7800.666667, 7803.000000, 300.666667, 303.000000
226, 32, 235, 7533.333333, 7829.000000, 7836.333333, 295.666667, 303.000000
227, 28, 236, 7566.666667, 7853.333333, 7869.666667, 286.666667, 303.000000
228, 34, 237, 7600.000000, 7883.666667, 7903.000000, 283.666667, 303.000000
229, 29, 238, 7633.333333, 7909.000000, 7936.333333, 275.666667, 303.000000
230, 29, 239, 7666.666667, 7934.333333, 7969.666667, 267.666667, 303.000000
231, 31, 240, 7700.000000, 7965.333333, 8003.000000, 265.333333, 303.000000
232, 28, 241, 7733.333333, 7989.666667, 8036.333333, 256.333333, 303.000000
233, 32, 242, 7766.666667, 8018.000000, 8069.666667, 251.333333, 303.000000
234, 30, 243, 7800.000000, 8044.333333, 8103.000000, 244.333333, 303.000000
235, 32, 244, 7833.333333, 8072.666667, 8136.333333, 239.333333, 303.000000
236, 29, 245, 7866.666667, 8101.666667, 8169.666667, 235.000000, 303.000000
237, 35, 246, 7900.000000, 8133.000000, 8203.000000, 233.000000, 303.000000
238, 37, 247, 7933.333333, 8166.333333, 8236.333333, 233.000000, 303.000000
239, 29, 248, 7966.666667, 8191.666667, 8269.666667, 225.000000, 303.000000
240, 29, 249, 8000.000000, 8217.000000, 8303.000000, 217.000000, 303.000000
241, 33, 250, 8033.333333, 8246.333333, 8336.333333, 213.000000, 303.000000
242, 34, 251, 8066.666667, 8276.666667, 8369.666667, 210.000000, 303.000000
243, 25, 252, 8100.000000, 8301.666667, 8403.000000, 201.666667, 303.000000
244, 29, 253, 8133.333333, 8327.000000, 8436.333333, 193.666667, 303.000000
245, 29, 254, 8166.666667, 8352.333333, 8469.666667, 185.666667, 303.000000
246, 36, 255, 8200.000000, 8384.666667, 8503.000000, 184.666667, 303.000000
247, 31, 256, 8233.333333, 8412.000000, 8536.333333, 178.666667, 303.000000
248, 31, 257, 8266.666667, 8439.333333, 8569.666667, 172.666667, 303.000000
249, 30, 258, 8300.000000, 8469.333333, 8603.000000, 169.333333, 303.000000
250, 28, 259, 8333.333333, 8493.666667, 8636.333333, 160.333333, 303.000000
251, 28, 260, 8366.666667, 8518.000000, 8669.666667, 151.333333, 303.000000
252, 32, 261, 8400.000000, 8546.333333, 8703.000000, 146.333333, 303.000000
253, 28, 262, 8433.333333, 8570.666667, 8736.333333, 137.333333, 303.000000
254, 30, 263, 8466.666667, 8600.666667, 8769.666667, 134.000000, 303.000000
255, 27, 264, 8500.000000, 8624.000000, 8803.000000, 124.000000, 303.000000
256, 26, 265, 8533.333333, 8646.333333, 8836.333333, 113.000000, 303.000000
257, 28, 266, 8566.666667, 8670.666667, 8869.666667, 104.000000, 303.000000
258, 30, 267, 8600.000000, 8700.666667, 8903.000000, 100.666667, 303.000000
259, 26, 268, 8633.333333, 8723.000000, 8936.333333, 89.666667, 303.000000
260, 29, 269, 8666.666667, 8748.333333, 8969.666667, 81.666667, 303.000000
261, 32, 270, 8700.000000, 8776.666667, 9003.000000, 76.666667, 303.000000
262, 35, 271, 8733.333333, 8808.000000, 9036.333333, 74.666667, 303.000000
263, 31, 272, 8766.666667, 8835.333333, 9069.666667, 68.666667, 303.000000
264, 36, 273, 8800.000000, 8867.666667, 9103.000000, 67.666667, 303.000000
265, 34, 274, 8833.333333, 8901.666667, 9136.333333, 68.333333, 303.000000
266, 36, 275, 8866.666667, 8936.000000, 9169.666667, 69.333333, 303.000000
267, 32, 276, 8900.000000, 8965.333333, 9203.000000, 65.333333, 303.000000
268, 35, 277, 8933.333333, 9001.666667, 9236.333333, 68.333333, 303.000000
269, 35, 278, 8966.666667, 9035.000000, 9269.666667, 68.333333, 303.000000
270, 38, 279, 9000.000000, 9067.666667, 9303.000000, 67.666667, 303.000000
271, 36, 280, 9033.333333, 9103.666667, 9336.333333, 70.333333, 303.000000
272, 34, 281, 9066.666667, 9134.000000, 9369.666667, 67.333333, 303.000000
273, 34, 282, 9100.000000, 9167.333333, 9403.000000, 67.333333, 303.000000
274, 37, 283, 9133.333333, 9203.666667, 9436.333333, 70.333333, 303.000000
275, 30, 284, 9166.666667, 9230.000000, 9469.666667, 63.333333, 303.000000
276, 37, 285, 9200.000000, 9270.333333, 9503.000000, 70.333333, 303.000000
277, 37, 286, 9233.333333, 9303.666667, 9536.333333, 70.333333, 303.000000
278, 40, 287, 9266.666667, 9336.333333, 9569.666667, 69.666667, 303.000000
279, 33, 288, 9300.000000, 9369.333333, 9603.000000, 69.333333, 303.000000
280, 36, 289, 9333.333333, 9402.666667, 9636.333333, 69.333333, 303.000000
281, 36, 290, 9366.666667, 9436.000000, 9669.666667, 69.333333, 303.000000
282, 39, 291, 9400.000000, 9468.666667, 9703.000000, 68.666667, 303.000000
283, 35, 292, 9433.333333, 9503.666667, 9736.333333, 70.333333, 303.000000
284, 38, 293, 9466.666667, 9534.333333, 9769.666667, 67.666667, 303.000000
285, 33, 294, 9500.000000, 9567.333333, 9803.000000, 67.333333, 303.000000
286, 36, 295, 9533.333333, 9602.666667, 9836.333333, 69.333333, 303.000000
287, 33, 296, 9566.666667, 9633.000000, 9869.666667, 66.333333, 303.000000
288, 14, 297, 9600.000000, 9647.333333, 9903.000000, 47.333333, 303.000000
289, 23, 298, 9633.333333, 9689.666667, 9936.333333, 56.333333, 303.000000
290, 28, 299, 9666.666667, 9728.000000, 9969.666667, 61.333333, 303.000000
291, 29, 300, 9700.000000, 9762.333333, 10003.000000, 62.333333, 303.000000
292, 34, 301, 9733.333333, 9800.666667, 10036.333333, 67.333333, 303.000000
293, 31, 302, 9766.666667, 9831.000000, 10069.666667, 64.333333, 303.000000
294, 32, 303, 9800.000000, 9865.333333, 10103.000000, 65.333333, 303.000000
295, 32, 304, 9833.333333, 9898.666667, 10136.333333, 65.333333, 303.000000
296, 35, 305, 9866.666667, 9935.000000, 10169.666667, 68.333333, 303.000000
297, 36, 306, 9900.000000, 9969.333333, 10203.000000, 69.333333, 303.000000
298, 35, 307, 9933.333333, 10001.666667, 10236.333333, 68.333333, 303.000000
299, 34, 308, 9966.666667, 10034.000000, 10269.666667, 67.333333, 303.000000
300, 39, 309, 10000.000000, 10068.666667, 10303.000000, 68.666667, 303.000000
301, 32, 310, 10033.333333, 10100.666667, 10336.333333, 67.333333, 303.000000
302, 35, 311, 10066.666667, 10135.000000, 10369.666667, 68.333333, 303.000000
303, 37, 312, 10100.000000, 10170.333333, 10403.000000, 70.333333, 303.000000
304, 40, 313, 10133.333333, 10203.000000, 10436.333333, 69.666667, 303.000000
305, 40, 314, 10166.666667, 10239.333333, 10469.666667, 72.666667, 303.000000
306, 37, 315, 10200.000000, 10272.666667, 10503.000000, 72.666667, 303.000000
307, 36, 316, 10233.333333, 10305.000000, 10536.333333, 71.666667, 303.000000
308, 37, 317, 10266.666667, 10338.333333, 10569.666667, 71.666667, 303.000000
309, 32, 318, 10300.000000, 10370.333333, 10603.000000, 70.333333, 303.000000
310, 32, 319, 10333.333333, 10398.666667, 10636.333333, 65.333333, 303.000000
311, 34, 320, 10366.666667, 10434.000000, 10669.666667, 67.333333, 303.000000
312, 32, 321, 10400.000000, 10465.333333, 10703.000000, 65.333333, 303.000000
313, 34, 322, 10433.333333, 10500.666667, 10736.333333, 67.333333, 303.000000
314, 34, 323, 10466.666667, 10534.000000, 10769.666667, 67.333333, 303.000000
315, 32, 324, 10500.000000, 10565.333333, 10803.000000, 65.333333, 303.000000
316, 33, 325, 10533.333333, 10599.666667, 10836.333333, 66.333333, 303.000000
317, 28, 326, 10566.666667, 10628.000000, 10869.666667, 61.333333, 303.000000
318, 29, 327, 10600.000000, 10662.333333, 10903.000000, 62.333333, 303.000000
319, 31, 328, 10633.333333, 10697.666667, 10936.333333, 64.333333, 303.000000
320, 31, 329, 10666.666667, 10731.000000, 10969.666667, 64.333333, 303.000000
321, 33, 330, 10700.000000, 10766.333333, 11003.000000, 66.333333, 303.000000
322, 27, 331, 10733.333333, 10793.666667, 11036.333333, 60.333333, 303.000000
323, 32, 332, 10766.666667, 10832.000000, 11069.666667, 65.333333, 303.000000
324, 30, 333, 10800.000000, 10863.333333, 11103.000000, 63.333333, 303.000000
325, 32, 334, 10833.333333, 10898.666667, 11136.333333, 65.333333, 303.000000
326, 37, 335, 10866.666667, 10937.000000, 11169.666667, 70.333333, 303.000000
327, 34, 336, 10900.000000, 10967.333333, 11203.000000, 67.333333, 303.000000
328, 36, 337, 10933.333333, 11002.666667, 11236.333333, 69.333333, 303.000000
329, 34, 338, 10966.666667, 11034.000000, 11269.666667, 67.333333, 303.000000
330, 28, 339, 11000.000000, 11061.333333, 11303.000000, 61.333333, 303.000000
331, 34, 340, 11033.333333, 11100.666667, 11336.333333, 67.333333, 303.000000
332, 29, 341, 11066.666667, 11129.000000, 11369.666667, 62.333333, 303.000000
333, 31, 342, 11100.000000, 11164.333333, 11403.000000, 64.333333, 303.000000
334, 30, 343, 11133.333333, 11196.666667, 11436.333333, 63.333333, 303.000000
335, 33, 344, 11166.666667, 11233.000000, 11469.666667, 66.333333, 303.000000
336, 25, 345, 11200.000000, 11258.333333, 11503.000000, 58.333333, 303.000000
337, 31, 346, 11233.333333, 11297.666667, 11536.333333, 64.333333, 303.000000
338, 34, 347, 11266.666667, 11334.000000, 11569.666667, 67.333333, 303.000000
339, 38, 348, 11300.000000, 11367.666667, 11603.000000, 67.666667, 303.000000
340, 33, 349, 11333.333333, 11400.666667, 11636.333333, 67.333333, 303.000000
